candidate_id,query_date,city,stage,source,name,area,category,estimated_price_cny,must_try,url,research_status,visit_status,notes
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-010,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,建水县曲江镇第二农贸市场,245国道与三新段交叉口西北120米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-011,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,建水县岔科农贸市场,岔科镇县道G10岔科农贸市场,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-012,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,韩家农贸市场,福康路,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-013,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,南庄镇农贸市场,安康路与兴盛路交叉口东南120米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-014,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,翠屏商业农贸市场,翠屏路与泽园路交叉口西南100米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;购物相关场所;购物相关场所
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-015,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,翠果(翠屏商业农贸市场店),翠屏商业农贸市场,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;购物相关场所;购物相关场所
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-016,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,果香园(翠屏商业农贸市场店),翠屏商业农贸市场东南门西南60米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;果品市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-017,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自过桥米线(启文路店),景明路与启文路交叉口东北20米,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;中餐厅;特色/地方风味餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-018,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自正宗过桥米线,麒麟街26栋1单元商铺,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;中餐厅;特色/地方风味餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-019,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自菊花过桥米线,西城农贸市场健民路106号59小区门口,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;中餐厅;特色/地方风味餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-020,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,香麒园(同德广场店),银河路82号同德广场,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-021,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,吴记榴乡菊花过桥米线,锦华路与富春路交叉口红竺园C区1栋,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;中餐厅;特色/地方风味餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-022,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,火烧房子菊花米线,兴盛路6号,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-023,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,鑫桥源菊花过桥米线(蒙自店),兴盛路元亨美食城E区1号,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;中餐厅;特色/地方风味餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-024,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,罐老大罐罐米线(蒙自店),文澜街道锦华路红竺园小区F-1号,米线/简餐,10-35,过桥米线,,pending,候选,蒙自主食候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-025,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自老监管站农贸市场,G14县道与039乡道交叉口南100米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-026,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自市华美农贸市场二号门花姐石屏土特产,华美农贸市场2号门2栋01号花姐石屏土特产,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;购物相关场所;购物相关场所
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-027,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自港发海鲜(桥头综合农贸市场店),文澜镇明珠路适长线桥头综合农贸市场,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;水产海鲜市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-028,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自富洋商店(桥头综合农贸市场店),文澜镇明珠路桥头农贸市场正大门口,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;购物相关场所;购物相关场所
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-029,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,土官村菜市场,Z001与龙井路交叉口西80米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;蔬菜市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-030,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,蒙自水果批发市场,北大街17号,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;果品市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-031,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,起龙农副产品交易中心,天竺路12号,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-032,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,桥头综合农贸市场,明珠路桥头农贸市场,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-033,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,宏明饭店(普者黑大街),普者黑大街181号,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-034,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,黑房子饭店(普者黑大街店),普者黑大街220号,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-035,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,四海一家餐厅(普者黑风景区店),锦屏镇普者黑一级游客服务中心内美食中心,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-036,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,聚丰园饭店(普者黑大街店),普者黑大街与文翠路交叉口西80米,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-037,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,普者黑落日拾光湖畔餐厅,仙人洞村湖边廊桥145号,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-038,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,聚仙楼·壮族特色餐厅,双龙营镇普者黑爱村民委仙人洞村小组164号,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-039,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,半湖云湖景餐厅,双龙营镇普者黑村普新半湖云餐厅,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;中餐厅;云贵菜
food-09-jianshui-yuanyang-mengzi-puzhehei-20260515-040,2026-05-15,建水/元阳/蒙自/普者黑,09-jianshui-yuanyang-mengzi-puzhehei,高德地图 REST place/text,荷香源民家菜馆,兄妹饭庄东北侧,景区餐馆,20-50,简餐/家常菜,,pending,候选,景区吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-10-kunming-return-20260515-001,2026-05-15,昆明返程,10-kunming-return,飞猪/FlyAI ai-search / 复用,祥云美食城,得胜桥/祥云街,美食城,10-35,罐罐米线/涮菜/云南小吃,https://a.feizhu.com/1x18CU,pending,候选,返程缓冲复用昆明候选；昆明站坐地铁到得胜桥约2站；适合低预算正餐和小吃集中解决
food-10-kunming-return-20260515-002,2026-05-15,昆明返程,10-kunming-return,飞猪/FlyAI ai-search / 复用,祥云街,得胜桥/祥云街,小吃街,10-40,云南菜/小吃,https://a.feizhu.com/4PNTuy,pending,候选,返程缓冲复用昆明候选；与祥云美食城相邻；选择多但需现场避开明显游客价
food-10-kunming-return-20260515-003,2026-05-15,昆明返程,10-kunming-return,飞猪/FlyAI ai-search / 复用,南强步行街,昆明老街/得胜桥,小吃街,10-40,风味小吃,https://a.feizhu.com/03vyhI,pending,候选,返程缓冲复用昆明候选；离昆明站地铁距离近；适合顺路边逛边吃
food-10-kunming-return-20260515-004,2026-05-15,昆明返程,10-kunming-return,飞猪/FlyAI ai-search / 复用,文化巷,翠湖/云南大学,学生街区,10-35,学生价简餐/滇味小吃,https://a.feizhu.com/3KwNbs,pending,候选,返程缓冲复用昆明候选；翠湖步行约10分钟；适合低价晚餐和长期日常吃饭
food-10-kunming-return-20260515-005,2026-05-15,昆明返程,10-kunming-return,飞猪/FlyAI ai-search / 复用,文明街传统老字号商街,昆明老街/文明街,老字号商街,10-40,鲜花饼/米线/传统小吃,https://a.feizhu.com/4NdS4E,pending,候选,返程缓冲复用昆明候选；属于昆明老街片区；后续复核是否游客化和排队情况
